,1AO_17,1AO_20,1AO_23,1AO_22,1AC_17,1AC_20,1AC_23,1AC_22,1NO_16,1NO_18,1NO_21,1NO_10,1NC_16,1NC_18,1NC_21,1NC_10,2AO_17,2AO_20,2AO_23,2AO_22,2AC_17,2AC_20,2AC_23,2AC_22,2NO_16,2NO_18,2NO_21,2NO_10,2NC_16,2NC_18,2NC_21,2NC_10,3AO_17,3AO_20,3AO_23,3AO_22,3AC_17,3AC_20,3AC_23,3AC_22,3NO_16,3NO_18,3NO_10,3NC_16,3NC_18,3NC_21,3NC_10,4AO_17,4AO_20,4AO_23,4AO_22,4AC_17,4AC_20,4AC_23,4AC_22,4NO_16,4NO_18,4NO_21,4NO_10,4NC_16,4NC_18,4NC_21,4NC_10,5AO_17,5AO_20,5AO_23,5AO_22,5AC_17,5AC_20,5AC_23,5AC_22,5NO_16,5NO_18,5NO_21,5NO_10,5NC_16,5NC_18,5NC_21,5NC_10,6AO_17,6AO_20,6AO_23,6AO_22,6AC_17,6AC_20,6AC_23,6AC_22,6NO_16,6NO_18,6NO_21,6NO_10,6NC_16,6NC_18,6NC_21,6NC_10
asv17314,0,0,0.008948546,0,0,0,0.033071307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008698173,0,0,0.016101115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004551661,0,0,0,0,0,0,0,0.022790676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv26736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039282441,0,0,0,0,0,0.008967806,0,0,0.089047195,0,0,0,0,0.003418394,0,0,0,0,0,0,0,0.012346289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01358388,0,0.026562904,0,0,0.038817364,0,0,0,0
asv30297,0,0,0,0,0,0,0,0.061272945,0,0,0,0,0,0.010908053,0,0.043146223,0,0,0,0,0,0.004102598,0.032806931,0,0,0,0,0,0.014087731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023449925,0.043596935,0,0.034020838,0,0.011388595,0,0,0.032859766,0.030539216,0,0.056353903,0,0,0,0,0,0.020280811,0,0.040160643,0,0,0,0,0,0,0,0.010349181,0,0,0,0,0,0.006819555,0,0.024820465,0,0,0,0,0,0,0,0,0,0,0,0,0.030391262,0,0,0
asv41703,0,0,0,0,0,0.012667448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03138732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv55082,0,0,0,0,0,0,0.025439467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009020154,0,0,0,0,0,0,0,0,0,0.035673747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02787327,0,0,0,0,0.027399137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv00725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047539815,0,0.009184423,0,0,0,0,0,0,0,0.013829008,0,0,0,0,0.026324755,0,0.005978537,0.003660545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv11170,0,0,0,0,0,0,0,0,0.011353315,0.004036164,0,0,0.013419216,0.017620702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv13123,0,0,0,0,0,0,0,0,0,0,0,0.012552001,0,0,0,0.032359667,0,0,0,0,0.002062394,0.019102542,0,0,0,0,0,0,0.011842474,0,0.005811025,0.021524471,0,0,0,0,0.010424783,0.047345385,0,0,0,0.00713004,0,0.025214104,0,0,0,0,0,0,0,0,0.010092495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002151062,0.005073395,0,0.008279345,0,0,0,0,0.020036868,0,0,0.018201675,0,0,0,0,0,0,0,0.016650656,0,0,0,0,0,0,0,0
asv31200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00919794,0,0,0,0,0,0,0,0,0.002542815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007691387,0.003295816,0,0,0,0,0,0,0.008238713,0,0,0,0,0,0,0,0.004440103,0,0.006183814,0,0.011081714,0,0,0,0,0,0,0,0,0,0,0
asv34899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089304699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012480499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv48090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020426576,0.002598618,0,0,0,0,0,0.010489602,0,0,0,0,0,0,0,0.004932773,0.0284221,0,0,0,0,0,0,0.009529073,0,0,0.009425394,0,0.023118715,0.029768233,0.008017367,0.013204516,0.014964739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00452516,0.003720653,0,0,0,0,0,0,0.00374487,0.008881126,0,0.013620532,0,0,0,0,0,0.016045569,0,0,0,0,0,0,0,0.009297269,0,0,0,0,0,0
asv51969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005360876,0,0,0,0,0,0,0,0,0,0,0.004566627,0,0,0,0,0,0,0,0,0.021699129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003518112,0,0,0,0,0,0,0,0,0.004604264,0,0,0,0,0,0,0,0.007415586,0,0.021575306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019201775,0,0.012802048,0,0,0,0,0,0.00501731,0.004801921,0,0,0,0,0
asv53378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002114046,0,0,0,0,0,0,0,0.008265981,0.00475336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002438152,0,0,0,0,0,0,0,0.002563796,0.001860327,0,0,0,0,0,0,0,0,0.022920487,0,0,0,0,0,0,0.003008544,0.003091907,0.009601536,0,0,0,0,0,0,0,0,0,0,0,0
asv03464,0,0,0,0,0,0.012667448,0,0.022977355,0.006387124,0,0,0,0,0.005873567,0.00955338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013210694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005460218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv06989,0,0,0.028635347,0.039965896,0,0,0.043247094,0,0.007224837,0.012108492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004561974,0.010445937,0,0,0,0,0,0,0,0,0,0.002042261,0,0,0.00544514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01515228,0,0,0,0,0,0,0,0.00905592,0,0,0,0,0,0,0,0,0
asv07451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194158,0,0.005701432,0,0,0,0,0,0.024527839,0,0.004561974,0,0,0,0,0,0.005381118,0.008678017,0.013887442,0,0.00810767,0.008453681,0.008218979,0.014526054,0.024503131,0.025992105,0,0,0,0,0.011559357,0,0.003700323,0,0.031800071,0.095782618,0,0,0.034067329,0.034885749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028977708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008965738,0,0,0,0,0,0,0,0
asv10446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006219744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006033547,0.002471862,0.014006672,0.032362958,0,0,0.009407633,0.024838035,0.012732556,0.003938791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004291047,0,0,0,0,0,0
asv11981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083927003,0,0,0,0,0,0,0,0.007170206,0,0,0,0,0,0,0,0,0.021432886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv18706,0,0,0,0,0,0,0,0,0,0,0.004091653,0,0,0.004467397,0.00955338,0,0.002078944,0.007256367,0.005197235,0,0.001923817,0,0,0,0.004589201,0.002577187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001625435,0,0,0,0,0.003606515,0,0,0,0,0,0,0,0,0,0.012419018,0,0,0,0,0,0,0,0,0,0,0.003091907,0,0,0.00150437,0,0,0,0,0,0.00323478,0,0.00213977,0,0
asv25820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155676931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv33593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008803011,0,0,0,0,0,0.022809913,0,0.010252368,0,0,0.008873902,0,0,0.014457831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008273488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv38266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00459897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001678585,0.009243853,0,0.007485399,0,0,0,0,0,0,0,0,0.028058886,0,0,0,0,0,0.002241951,0,0,0,0.023421489,0.014820593,0,0,0,0,0,0,0,0,0,0,0.001646172,0,0,0,0,0,0,0,0,0,0.006183814,0,0,0,0.00905592,0.003842459,0,0,0.003201281,0,0,0,0,0
asv40186,0,0,0.028635347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006236833,0.003570918,0,0,0,0,0,0,0.011145202,0,0,0.005367494,0,0.011300347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021951143,0,0,0,0,0,0,0,0,0,0,0.009025633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv15039,0,0,0,0.018650751,0,0,0,0,0,0,0.012274959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006491727,0,0,0,0,0,0,0,0.003793051,0,0,0,0,0,0,0,0.006660007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv35721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002975765,0,0,0,0.014938934,0,0,0,0,0,0,0.01438388,0.003515804,0,0.006726397,0,0,0,0,0.007044734,0.008392923,0,0,0,0,0,0.014931856,0.011432257,0.026421388,0,0,0,0,0,0.013352819,0.016801675,0,0,0,0,0,0,0,0.020238647,0,0,0,0.00837147,0,0,0,0,0,0,0,0,0,0.005837371,0,0,0,0,0.005920137,0.007822945,0.003091907,0,0.002770428,0,0,0,0,0,0,0,0.003663406,0,0.01118464,0
asv12329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005367494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007640003,0,0,0.012896374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv23080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029756191,0,0,0,0.014769352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv23554,0,0,0.050111857,0.066609826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv27276,0,0,0,0,0,1.016767948,0,0.048507748,0.021674511,0,0,0.034069717,0.100476414,0.047827619,0.128970623,0.118652112,0,0.010117602,0.023387558,0,0,0.083130458,0.084999776,0.064385578,0.007867202,0,0.013579718,0,0.012919062,0.042779885,0.046488204,0,0,0,0,0,0,0,0.055463117,0,0,0,0,0.022359931,0.011103036,0,0,0,0.025885903,0,0,0.00596435,0,0.02167921,0,0.010565326,0,0,0,0,0.01326053,0,0,0,0,0,0,0,0.047864415,0.043902286,0,0.133148997,0,0,0,0.038981983,0.026640027,0,0.104245954,0,0.174526349,0,0,0.015237356,0,0.042260961,0,0.132527305,0,0,0,0.006276588,0,0.029825706,0
asv28070,0,0,0,0,0,0,0,0,0,0,0,0.050208005,0,0,0,0,0,0.003570918,0,0,0,0.003221068,0,0,0,0,0.003133781,0,0,0,0,0.006726397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00283507,0.005550485,0,0.029929479,0,0,0,0.00929109,0.012075836,0,0,0.004214963,0,0,0.010098241,0,0.008032129,0,0,0,0,0,0.009451145,0,0.020698363,0,0,0,0,0,0.016106901,0,0,0,0,0,0,0,0.022565553,0,0,0,0,0,0.008086951,0.00557919,0.012125362,0,0
asv29232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036380645,0,0,0,0,0.016862889,0.036645886,0.031417794,0,0,0.019370631,0.006457341,0,0,0.072257764,0.049807379,0.032976869,0.025944544,0.03122691,0.002517877,0.034334311,0.016335421,0.033925549,0.034473518,0,0,0.006056202,0.006605347,0.019845489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005736165,0,0,0,0,0,0,0,0,0,0,0,0,0.041611934,0.006183814,0,0.092516275,0,0,0.006404099,0.029434569,0.006436571,0,0,0,0,0,0
asv38213,0,0.01503571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004157889,0,0,0,0,0.012307793,0,0,0,0,0,0,0.011842474,0.014942165,0,0,0,0,0,0,0,0.027608238,0,0,0,0,0,0,0.019712202,0,0,0,0,0,0,0,0.032907536,0,0.009392317,0,0,0,0,0,0,0,0.016064257,0,0,0,0,0,0.113011961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007521851,0,0,0,0,0,0,0,0,0,0
asv50080,0.063374174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv21606,0,0,0,0,0,0,0,0,0.011177466,0,0,0,0,0,0,0,0,0.007256367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068304873,0,0,0,0,0.00427954,0,0
asv22150,0,0,0,0,0,0,0,0,0,0,0,0,0.004473072,0,0.007165035,0,0.015056727,0.015050623,0.114339172,0,0,0.006971054,0.019385914,0,0,0.005734535,0,0,0.053037042,0.027121463,0,0.006726397,0.011358788,0.011602275,0.03768785,0.022701476,0.018007953,0.01267492,0.03169321,0.016335421,0.011434888,0.006131324,0,0.035237976,0.05065165,0.011559357,0.025515628,0,0.004880826,0.028058886,0,0.02051246,0.005343085,0.017033665,0.044278066,0.020803651,0.011648891,0,0.097609425,0.015085633,0.00721303,0,0,0,0,0.006366669,0,0.007887227,0.003382263,0.017247327,0,0,0,0,0,0.003426007,0,0,0.003309395,0.001728369,0.003555884,0,0,0,0,0,0.003842459,0,0,0,0,0,0,0,0
asv52132,0,0,0.037583893,0,0.00718735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004104464,0,0,0,0,0,0,0,0,0,0.008429926,0,0,0,0,0,0,0,0,0,0,0,0,0.022768199,0.003292344,0,0,0,0,0,0.00505076,0,0,0,0,0,0.014544749,0,0,0,0,0,0,0,0,0,0,0
asv30683,0,0.072040179,0,0.069274219,0,0,0.035615254,0,0,0,0,0,0,0,0,0,0.003996004,0,0,0,0,0,0,0,0,0,0,0,0.001760966,0,0.013559059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007793777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv47040,0,0,0.044742729,0,0,0.018766589,0,0,0.040465626,0.009254261,0,0.028690288,0,0.006254356,0,0,0.004157889,0,0,0,0,0,0,0,0.006849941,0.00579867,0,0,0,0,0,0,0.008456183,0.011283547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002960375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010012444,0,0,0,0,0,0
asv17312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014330069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004306354,0,0,0.009416956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022758307,0,0,0,0,0,0,0,0.025441784,0,0,0.001728369,0,0,0,0,0.018052442,0,0,0,0,0,0,0,0.042576061,0,0
asv02196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007923302,0.00816771,0.001905815,0.025854642,0,0.00745331,0,0,0,0,0.005694298,0.018705924,0,0,0.005343085,0.004645545,0.017442875,0.039972295,0.010686118,0.014049877,0,0.011890093,0,0,0.02248996,0,0,0.007640003,0,0,0,0.01254351,0.020698363,0.008987687,0.002220282,0,0,0,0,0,0.029784558,0,0,0.030919069,0.011201792,0,0,0.030186401,0.024335575,0.009332912,0,0.009603842,0,0,0,0,0
asv03763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004509496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002042261,0,0,0.00544514,0,0.007234091,0,0.008518069,0,0,0,0,0.021150248,0.033670663,0,0,0.010935133,0.010839605,0.016101115,0.03298484,0.0259765,0.026694766,0,0.012423463,0.019282431,0,0.01124498,0,0,0.021646675,0.006164373,0.00725666,0,0.004703816,0,0,0.030325002,0,0,0,0,0.0126269,0,0.00518012,0,0.044832651,0.00800128,0.018117447,0,0,0.021773935,0,0.021840544,0.016006403,0,0,0,0,0
asv04215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014912241,0,0,0,0,0,0,0,0,0.012107515,0,0,0,0,0.002817894,0.045117414,0.014526054,0.00816771,0,0,0,0.016280226,0.040012898,0,0.046778652,0,0,0,0,0,0.027455928,0,0.004025279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008565017,0,0,0.004964093,0,0,0,0,0,0.006237136,0,0,0,0,0,0,0.004881791,0,0,0.19193858
asv06949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002982448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001951791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv09135,0,0.046360105,0,0,0,0,0,0,0.019200694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv11169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001991688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010209755,0,0,0,0,0,0,0,0.003896888,0,0,0,0,0,0,0,0.009026221,0,0,0,0,0,0,0,0.011412105,0,0
asv11359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008205196,0,0,0,0,0.004178375,0,0.008904875,0,0,0,0,0,0,0,0,0.009897564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012075836,0,0.005371641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv13812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020280811,0,0,0,0,0,0,0,0.019448015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015795887,0,0,0,0,0,0,0,0,0,0
asv16999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006726397,0,0.007497837,0,0,0,0,0.011884954,0.019057991,0,0,0,0,0,0,0,0,0.009903387,0,0,0,0,0,0.03086047,0,0.002440364,0,0,0,0,0,0.019277108,0,0.010312285,0,0,0,0.005073395,0,0,0.00374487,0.005920751,0,0,0.011440754,0,0,0,0,0,0,0.003200512,0,0,0.00905592,0.006404099,0,0.010727619,0,0,0.011771698,0,0,0
asv19919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013699881,0,0,0,0,0,0,0,0,0.013887442,0,0.006486136,0,0,0.007923302,0,0.021916868,0,0,0,0,0,0,0.003518112,0.025217604,0,0,0,0.012614024,0.063489114,0,0,0,0,0,0,0,0,0,0,0.009301633,0,0.010787653,0,0,0,0,0,0,0,0.007783161,0,0,0,0.04302214,0,0.002844707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108388845
asv22812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039781591,0,0,0,0,0,0,0,0.009301224,0,0,0,0,0,0,0.011134522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv31802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009689297,0,0,0,0,0.00173593,0,0,0,0.013282288,0.014526054,0,0.003673769,0.005659683,0,0.00745331,0,0,0,0,0,0,0,0,0.010686171,0.00929109,0,0,0,0,0,0,0,0,0,0,0,0.008913337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026281209,0,0,0,0,0,0.005743331,0,0,0,0,0,0,0
asv33620,0,0.006264879,0,0.010657572,0.001695088,0.011084017,0.01526368,0,0.008782295,0,0,0,0.019383312,0.007551729,0,0,0.005328005,0,0,0,0,0,0.007456121,0,0,0,0,0,0,0.002636853,0,0,0,0,0,0,0,0,0.007923302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004139673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv34145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004566627,0.005322303,0,0,0,0,0,0.006726397,0,0,0,0,0.002723015,0.026363077,0.043578163,0,0,0,0,0.005323793,0.010093669,0,0.017010419,0.002345408,0,0,0,0.012564028,0.00771779,0.02167921,0.021468153,0,0,0,0,0.118442039,0.00721303,0,0.009638554,0.004272993,0,0,0,0.012365079,0,0,0,0,0,0,0,0.012022121,0,0,0,0,0.008022785,0,0,0.006926071,0.012273261,0,0,0.002153749,0,0,0,0,0,0,0
asv37571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016380655,0,0,0,0,0,0,0,0,0,0.01655869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv40552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086696189,0,0,0,0,0,0,0,0.007845822,0,0
asv40771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005994006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013713309,0,0,0.015412015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014556512,0.006276588,0,0,0
