,1AO_17,1AO_20,1AO_23,1AO_22,1AC_17,1AC_20,1AC_23,1AC_22,1NO_16,1NO_18,1NO_21,1NO_10,1NC_16,1NC_18,1NC_21,1NC_10,2AO_17,2AO_20,2AO_23,2AO_22,2AC_17,2AC_20,2AC_23,2AC_22,2NO_16,2NO_18,2NO_21,2NO_10,2NC_16,2NC_18,2NC_21,2NC_10,3AO_17,3AO_20,3AO_23,3AO_22,3AC_17,3AC_20,3AC_23,3AC_22,3NO_16,3NO_18,3NO_10,3NC_16,3NC_18,3NC_21,3NC_10,4AO_17,4AO_20,4AO_23,4AO_22,4AC_17,4AC_20,4AC_23,4AC_22,4NO_16,4NO_18,4NO_21,4NO_10,4NC_16,4NC_18,4NC_21,4NC_10,5AO_17,5AO_20,5AO_23,5AO_22,5AC_17,5AC_20,5AC_23,5AC_22,5NO_16,5NO_18,5NO_21,5NO_10,5NC_16,5NC_18,5NC_21,5NC_10,6AO_17,6AO_20,6AO_23,6AO_22,6AC_17,6AC_20,6AC_23,6AC_22,6NO_16,6NO_18,6NO_21,6NO_10,6NC_16,6NC_18,6NC_21,6NC_10
asv02322,0,0.090931135,0,0,0,0,0,0,0.027418327,0.009254261,0,0,0,0,0.028660139,0.017258489,0,0.004146496,0,0.040509108,0.006187183,0,0.038771828,0,0,0.006842962,0.00835675,0,0,0,0,0,0.008042313,0,0,0,0.017327199,0,0.042257613,0,0,0,0,0,0,0.013210694,0,0.004690817,0,0.013094147,0,0,0,0,0.038911028,0.003736586,0,0,0,0,0,0,0,0,0,0,0.012328746,0,0,0,0,0,0,0,0,0.021412543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027198549,0.005706053,0,0
asv02869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021573111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008576166,0,0,0,0,0,0,0.004933764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093765628,0,0,0,0,0,0.008140189,0.008534122,0,0.011201792,0,0,0,0,0,0,0.019207683,0,0,0,0.013048746,0
asv02956,0.137878128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv04634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042334347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040016006,0,0,0,0,0
asv06431,0,0,0,0,0.005932807,0,0,0.030636473,0.007224837,0,0,0,0,0.010068972,0,0,0,0,0,0,0,0.005153709,0,0,0,0,0,0,0,0.001614335,0,0,0.002114046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008698173,0,0,0.014759355,0.006501739,0.006139018,0,0,0.008873902,0.007934333,0,0.009638554,0,0.00837147,0,0,0,0.049231715,0.003135878,0,0,0,0,0,0.004282509,0.032804455,0,0,0.005185108,0,0,0,0,0.010530591,0,0,0,0,0,0,0,0.065353906,0,0
asv08260,0,0,0,0,0.01101807,0,0,0,0,0.007711884,0,0,0,0,0,0,0,0,0,0,0.011542901,0.010307419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025642982,0,0,0,0.014032091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003486994,0.009272336,0,0
asv08741,0,0,0,0,0.076562203,0.03964442,0,0,0,0.043052416,0,0.064553149,0,0.07326531,0.059708622,0,0.068164954,0.046592273,0,0.039202363,0,0,0,0.076649497,0,0,0.07625534,0.042939956,0,0.021793527,0.058110255,0.017488632,0.058272283,0,0.042398832,0.034052213,0.058369297,0.043206904,0.043578163,0,0.050285185,0,0,0.006854832,0,0,0.059536466,0.047494518,0.02277719,0,0,0.066610631,0,0.037164359,0,0.007473171,0.016114922,0,0.049660936,0.011710745,0,0,0.030522088,0.066866423,0.017303034,0,0.040068425,0.060581191,0.012896374,0.06428549,0.012419018,0.014979478,0,0.037506251,0,0.029387406,0,0,0,0.068230688,0.041592107,0.024735255,0.028804609,0.034428985,0,0,0.032020493,0,0.037002429,0.065626251,0.038817364,0,0,0,0
asv14053,0,0,0,0,0,0,0,0,0,0.022871596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006163382,0,0,0,0,0,0,0,0.009530552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028176951,0,0,0,0,0.012244114,0,0,0,0,0,0,0,0,0.014350629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070479636,0,0,0,0,0,0,0,0,0,0
asv14856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003865282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029387406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018829765,0.016105329,0,0
asv16006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007043866,0,0,0,0,0,0,0,0,0.004196462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010622336,0,0,0,0,0,0,0,0.005460218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016561775,0,0,0,0,0,0,0,0,0.00301864,0,0,0,0,0,0,0,0,0
asv16159,0,0.09272021,0,0,0,0.019059817,0,0,0,0,0,0,0.008946144,0,0,0,0.006929815,0.028912401,0,0,0,0,0.086491,0,0,0,0,0,0,0,0,0,0.02606385,0,0,0,0.063402607,0,0,0,0.029907129,0,0,0,0,0,0.022680559,0,0,0,0,0.018642792,0.007124114,0,0.005367038,0.005978537,0.004604264,0,0.025686691,0,0,0,0,0.012067093,0.017673103,0.059846691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006660155,0,0.049470511,0.040006401,0.016201875,0,0,0.020493116,0,0,0,0,0,0,0,0
asv21794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056243066,0,0,0,0,0,0,0.026322416,0.008071676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003028101,0.047888766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv21895,0.117144575,0,0.039373602,0.013321965,0.049157541,0.019792887,0.017807627,0,0.053163436,0.027909471,0.151391162,0.082484579,0,0.161284582,0.071650346,0,0,0,0,0,0,0,0,0,0,0.002577187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv22840,0,0,0,0,0.019166267,0,0,0,0,0,0,0,0,0.007551729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132444815,0,0,0,0,0,0,0
asv23030,0,0,0,0,0,0.020584603,0,0,0,0,0,0,0,0,0.054931932,0,0,0,0,0,0,0.006564156,0,0,0,0,0,0,0.016148828,0,0,0.026905588,0,0,0,0,0,0.018839873,0,0,0,0,0,0,0.022400229,0,0.011340279,0,0.014304892,0,0,0,0.026862252,0,0,0.013003478,0.0168823,0,0,0,0.035663086,0,0.036947791,0,0,0,0.010787653,0,0.031411867,0,0.076583942,0.002469258,0.002954093,0,0,0.018843037,0.04848025,0,0,0,0,0,0,0,0.03685707,0,0,0.228238234,0,0,0,0.010990219,0.015691645,0,0
asv23769,0,0,0.014317673,0,0,0,0,0,0,0,0,0.019724573,0,0,0.014330069,0,0,0,0.015591705,0,0,0,0.146139966,0.01073093,0,0,0,0,0.009685315,0.014529018,0.021307093,0.009416956,0,0,0,0,0,0,0,0.01089028,0,0,0,0.165019522,0.050991724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321153,0.047494657,0,0,0,0.005093335,0,0,0.002275831,0,0,0,0,0,0,0,0.01998002,0.020203041,0,0,0,0,0,0,0,0,0,0,0,0,0.008086951,0.021669652,0,0,0
asv30162,0,0,0.016107383,0,0,0.003811963,0,0.015318236,0,0.030403258,0,0.014345144,0.011543678,0,0,0,0.02356137,0.02384235,0.018190323,0.037895617,0.033126041,0,0,0.021461859,0.049882285,0.006082633,0.014624312,0.037572461,0.00753612,0.005650174,0.030992136,0.02286975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016835332,0,0,0,0,0.012075836,0,0.011510659,0,0,0,0,0,0.014457831,0,0,0,0.023116399,0,0,0,0,0,0.003938791,0,0,0.013357912,0,0,0,0,0,0,0.01600256,0.004155643,0,0,0,0.002871665,0,0,0,0,0,0.01118464,0
asv30477,0,0,0,0,0.025155726,0,0,0,0,0.039016252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv31728,0,0,0,0,0.01779842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054130801,0,0,0,0,0,0,0,0,0,0,0,0.003292344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003663406,0,0,0
asv33876,0.106777799,0.012429487,0,0,0,0,0,0,0,0.007711884,0,0.023310859,0,0,0,0,0,0,0.01039447,0.006533727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010716443,0,0,0,0,0,0.003200512,0,0,0,0.005123279,0,0.003344873,0,0,0,0,0,0
asv37891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005708284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039632082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011536072,0.01226215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv39124,0,0,0,0,0,0.00870887,0,0,0,0,0,0,0.025973276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005343085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017365285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv39521,0,0,0,0,0,0,0,0,0,0.054473554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390498364,0,0,0,0,0,0.009208527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005006222,0,0,0,0,0,0
asv40134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017230911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010282248,0,0,0,0,0,0,0,0,0.011950128,0,0,0,0,0,0,0,0.00624025,0,0,0,0,0,0,0,0.041012933,0,0.008279345,0,0,0,0,0,0.026303996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012939121,0,0.007046081,0,0
asv41682,0,0,0,0,0,0,0,0,0,0,0,0.010758858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014759355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024420024,0.027779181,0,0,0,0,0,0,0.009778406,0,0,0,0,0,0,0,0,0,0
asv42138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020373341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv43258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046834851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035419494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019856372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv44663,0,0,0,0,0.003593675,0,0,0,0,0,0,0,0,0.005034486,0,0,0,0,0.009095161,0,0,0,0,0,0.00342497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002858722,0,0,0,0,0,0,0,0,0,0,0.00426025,0,0,0,0,0,0,0,0,0.003120125,0,0,0,0,0,0,0,0.001691132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002025234,0.004513111,0,0,0,0,0,0,0.004184392,0.002853026,0,0
asv45168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006556001,0,0,0,0.018302005,0,0,0,0,0,0,0,0,0.005875046,0,0,0,0,0,0.013841862,0,0,0,0,0.01210414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022728421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv45352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019165655,0,0,0,0,0,0,0,0,0.027143131,0,0,0,0,0,0,0,0.008655636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014430014,0,0,0,0,0,0,0,0.007521851,0,0,0,0,0,0,0.005495109,0.007845822,0,0
asv46147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022214672,0,0,0,0,0,0,0,0,0.019370631,0.007551642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008074935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007934333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv47060,0,0,0.010738255,0,0.009583134,0,0,0.020424315,0.020642391,0,0.022504092,0,0.014429598,0.006712648,0.00955338,0.023730422,0.002771926,0,0.006496544,0,0,0.00708635,0,0,0,0,0,0,0.019370631,0.110226202,0,0.009416956,0,0,0,0,0,0.004196462,0,0,0.007347539,0,0,0.020564495,0.016365733,0.016513368,0.008505209,0,0.012056895,0,0,0.006765246,0.008662565,0,0,0.004483903,0,0,0,0.008873902,0.00721303,0,0.012851406,0,0,0,0,0.009229172,0,0.018815265,0,0.00411543,0.002220282,0,0,0.025246858,0.003896888,0,0,0.002220052,0,0,0,0.006075703,0.008274036,0,0,0,0.002860698,0,0,0.013124455,0.007132566,0.007456427,0
asv47365,0.012230104,0.097732114,0,0,0,0.01143589,0,0,0,0,0,0,0.01491024,0.063437037,0,0.066876645,0,0.00259156,0,0,0,0.05497481,0.031315707,0.013796909,0,0,0,0,0.054701946,0.021112373,0,0.043048941,0,0,0,0,0,0.015107262,0.011884954,0,0,0,0,0,0,0.011559357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008655636,0,0,0,0,0,0,0.004302124,0.03190961,0,0.068304597,0,0,0,0,0,0.010716443,0,0,0,0,0,0,0,0.021061183,0,0.016650656,0,0,0,0,0,0,0,0
asv47377,0,0,0,0,0,0,0,0,0.005588733,0,0,0,0,0.002680438,0,0,0,0,0,0.023521418,0,0,0.016403466,0.030659799,0,0,0,0,0,0.009686012,0,0,0,0,0,0,0,0,0,0,0,0.00118834,0,0,0.016149871,0,0,0,0,0,0,0,0,0,0.009392317,0,0,0,0,0,0,0,0.014457831,0,0,0,0,0,0,0.003135878,0,0,0,0,0,0,0,0,0,0,0.008022785,0.007729767,0,0,0,0.048298242,0.024335575,0,0,0,0,0.003486994,0,0,0
asv49173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004493843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv50615,0,0,0,0,0,0,0,0,0.014449674,0.005578541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003083603,0.001626942,0,0,0,0,0,0.005367038,0.006501739,0.001534755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv52934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013310853,0.01226215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018118495,0,0
asv42961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022974547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005875046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002968381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057498478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058026717,0,0,0
asv53984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041873889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009922744,0,0,0,0,0,0,0,0,0,0,0.008429926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002013166,0,0
asv07094,0,0,0,0,0,0,0,0,0,0.034703478,0,0,0,0,0,0,0.03093282,0,0,0,0,0,0,0,0,0.012409567,0.005222969,0,0,0,0,0,0.027335257,0,0,0,0,0,0,0,0.022042616,0.013279842,0,0,0,0,0,0.039458448,0,0,0,0,0,0,0,0,0,0.016859852,0,0,0,0,0,0.123076042,0.004943724,0.036926681,0.024657492,0.009675547,0,0,0,0.014230504,0.010361314,0.012502084,0.042807386,0,0,0,0,0.007777663,0.01137883,0,0,0.010126172,0,0,0,0,0.006436571,0,0,0,0,0.024233386,0
asv09362,0,0,0,0,0.011865613,0,0,0,0,0,0.016366612,0,0,0,0,0,0.015695747,0,0,0.010453963,0,0,0,0,0.003933601,0.00773156,0,0.008945824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01600256,0,0,0,0,0,0,0,0,0,0,0,0
asv11972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020351777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018870019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv16538,0,0,0,0,0,0,0,0,0,0.01345388,0,0,0.010437168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020564495,0,0,0,0,0,0,0,0,0.004749409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009103323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv18979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026618965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063004703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267628054,0.016561775,0,0,0,0,0,0,0,0,0,0,0.007179163,0,0,0,0.04700271,0,0,0
asv20247,0,0,0,0,0,0,0,0,0,0,0,0.025104002,0,0,0.031048483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012777103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015147362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv46146,0,0,0,0,0,0,0,0,0.006387124,0.017490044,0,0.014345144,0,0,0,0,0.005543852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009103323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv50467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011921175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004749409,0,0,0,0.010743282,0,0,0,0.005460218,0,0.017670683,0,0,0,0,0,0,0,0,0,0,0,0,0.011991024,0.005845333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv02275,0,0,0,0,0.006780351,0,0,0,0.012385435,0.02018082,0,0.055587434,0,0,0,0,0.011591819,0,0,0,0.008937042,0,0,0,0,0,0.006267562,0,0,0,0,0,0.006357037,0.004339826,0.014132944,0,0.01089206,0,0,0,0,0.00534753,0,0.00856854,0,0,0,0.005550485,0,0,0,0,0,0,0,0,0.009975904,0.009834914,0,0,0,0,0.012851406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014089017,0,0,0,0.022643463,0.00557919,0.010065831,0,0
asv06121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012564028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014061783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013588317,0,0,0,0,0.02236928,0
asv06781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004662005,0,0,0,0.008249577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00544603,0,0.006602752,0,0,0,0,0.010282248,0,0,0,0,0.004067355,0,0,0,0,0.007742575,0,0,0,0,0,0.020409974,0,0,0,0,0,0,0,0,0,0,0.010349181,0,0,0,0,0.019699539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023198822,0,0,0
asv14784,0.017789242,0,0.055480984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031877148,0,0.0740606,0.10845987,0.080824709,0,0.040263052,0,0.044106279,0.048966548,0,0,0,0.029865203,0.03874017,0.032286706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036227509,0,0,0,0,0,0.015147362,0,0,0,0,0,0,0,0,0.020383204,0,0,0,0,0,0,0,0,0,0,0,0,0.027204353,0,0,0,0,0,0,0,0,0,0,0,0
asv24060,0,0,0,0,0.017968376,0,0,0,0,0,0,0,0,0,0,0,0.014652015,0,0,0,0,0,0.005964897,0,0,0,0.006267562,0,0,0,0,0,0,0,0,0,0.002042261,0,0,0,0,0.001886561,0,0,0,0,0,0.007188067,0,0,0,0,0,0.00619406,0,0,0.011510659,0,0,0,0,0,0.01124498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006075703,0,0,0,0,0,0,0,0,0.007845822,0,0
asv33215,0,0,0,0,0,0,0.06105472,0,0,0,0,0,0,0,0.069262001,0.028045045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024215029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006764527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv33993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025910902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016102483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009922744,0,0,0,0,0,0.016029256,0,0.010734077,0,0,0,0,0,0.039831284,0,0,0,0,0,0,0,0.015930815,0,0.031047544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012787147,0,0,0,0,0,0,0,0,0,0
asv51541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005499718,0,0,0,0,0.005322303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015347545,0,0,0,0,0,0,0,0,0,0,0.014337591,0,0,0,0,0.066984578,0,0,0,0,0.0126269,0,0,0,0,0.014402304,0.018757468,0,0,0,0,0.057203799,0,0,0,0,0.020505173,0
asv52548,0,0,0,0,0.005989459,0,0,0,0.005588733,0.005398319,0,0,0,0.010068972,0.021495104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003083603,0.01210414,0,0,0,0.00663896,0,0.013417596,0.00325087,0,0.009834914,0.00856223,0,0.005049121,0,0,0.003016773,0,0.012733338,0.010787653,0,0.006764527,0,0,0,0.006892885,0,0,0,0.005845333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007326812,0,0,0
