,1AO_1,1AO_5,1AO_3,1AO_29,1AC_7,1AC_9,1AC_8,1AC_33,1NO_13,1NO_15,1NO_17,1NO_37,1NC_19,1NC_20,1NC_21,1NC_43
asv34299,0.04682103,0,0.12369609,0.033769782,0,0,0.097588745,0,0.386818513,0,0,0.016442861,0,0,0,0
asv44014,0.141764779,0.101872217,0.691167844,0.294718099,0.081901357,0,0.03524038,0,0.034146181,0,0.076631948,0,0.00736689,0.015329488,0,0
asv46524,0.044393203,0.046846191,0.03953174,0.033769782,0,0,0,0,0,0,0.018767008,0,0,0,0,0
asv47750,0.166553436,0.037603838,0.080338698,0.047584693,0.012104828,0,0,0,0.02421734,0.022523972,0,0.102311135,0,0,0,0
asv54615,0,0,0.04973348,0,0,0,0,0,0,0,0,0,0,0,0,0
asv11538,0,0.009789009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv49723,0,0,0,0,0,0,0,0,0,0.007346459,0,0,0,0,0,0
asv53947,0,0,0.006376087,0,0,0,0,0,0,0.012870841,0.015639173,0.010961907,0,0,0,0
asv06271,0.126646888,0.034331596,0.146650004,0,0,0,0,0,0,0,0,0,0,0,0,0
asv07162,0.023437167,0,0,0,0.016198267,0,0,0,0.019080328,0,0,0,0,0,0,0
asv11980,0,0,0,0,0,0,0,0,0,0,0,0,0.013064089,0,0,0
asv19084,0,0,0.045907827,0,0,0,0,0,0.023686117,0.015015981,0,0,0,0,0,0
asv31415,0,0,0.093090872,0.030699802,0.006052414,0,0,0,0,0,0,0,0,0,0,0
asv38529,0.020324023,0,0,0.018419881,0.009111525,0,0,0,0,0,0,0,0,0,0,0
asv40181,0,0,0,0,0,0,0,0,0,0,0,0.010961907,0,0,0,0
asv46502,0.025567819,0.002848776,0,0,0,0,0,0,0.018346469,0,0,0,0,0,0,0
asv51625,0,0.011701539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv53858,0.102458964,0.033048877,0.099466959,0.310068,0,0.016866883,0.067769962,0,0.008806305,0,0,0,0,0,0,0
asv16603,0,0,0,0,0,0,0,0,0.035177706,0.04822931,0.020330925,0.056636521,0,0,0,0
asv28275,0.119466513,0,0.179805657,0.31313798,0,0,0,0,0.159909067,0,0,0.023750799,0,0,0,0
asv22784,0,0,0.007651305,0,0,0.012181638,0.044728175,0,0,0,0.010947421,0,0.006532044,0,0,0.017557413
asv41645,0,0,0.024229131,0,0,0,0,0,0,0,0,0,0,0,0,0
asv03136,0,0,0,0,0,0,0,1.050806494,0,0,0,0,0,0,0,0
asv08591,0.006532722,0.037603838,0,0,0.164880914,0,0,0,0,0,0,0,0,0,0,0
asv10801,0,0.022590021,0,0,0,0,0,0,0,0.019284455,0,0,0,0,0,0
asv23373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080764099
asv24955,0,0,0.031880436,0,0,0,0,0,0,0,0,0,0,0,0,0
asv12133,0,0,0,0,0,0,0,0,0.014677176,0,0,0,0,0,0,0
asv16264,0.029034319,0,0,0,0.013161092,0,0,0,0.006966505,0,0,0,0,0,0,0
asv16498,0,0,0,0,0.014122299,0,0,0,0,0,0,0,0,0,0,0.056183721
asv17829,0.100009115,0.092506674,0.024229131,0.067539564,0,0.089129635,0.14096152,0.068302422,0.044585632,0,0,0.115100027,0,0,0,0.047405014
asv21381,0,0,0,0,0,0.039979391,0,0,0,0,0,0,0,0,0.053382783,0
asv37700,0,0,0.016577827,0,0,0,0,0,0,0,0,0,0,0,0,0
asv54403,0.029118905,0.026208735,0,0,0,0,0,0,0,0.025741682,0,0,0,0,0,0
asv54620,0,0,0,0,0,0,0,0,0,0,0.014075256,0,0,0,0,0
asv06350,0,0.03669069,0,0,0,0.042167207,0,0,0,0,0,0,0,0,0,0
asv16819,0,0,0,0,0.013113563,0,0,0,0,0,0,0,0,0,0,0
asv18997,0,0,0,0,0,0.229849903,0,0.068302422,0.19877895,0,0,0,0,0,0,0.035114825
asv19749,0,0,0,0,0.032396534,0,0,0,0,0,0,0,0,0,0,0
asv21912,0.018146449,0,0,0,0,0,0,0,0,0,0,0.045674614,0,0,0,0
asv22536,0,0.042161879,0,0.019954871,0,0,0,0,0,0,0,0,0,0,0,0
asv30785,0,0,0,0,0,0.056756611,0,0,0,0,0,0,0,0,0,0
asv33039,0.094361535,0.262136633,0.010201739,0.041444733,0.101100239,1.207403802,0.414752165,0.415068565,0.10908677,0,0,0.244815931,0,0,0,1.25359927
asv33482,0,0,0,0.024559842,0.036314483,0,0.071836159,0.017513442,0,0,0,0,0,0,0,0.022824637
asv34156,0,0.051097796,0.024229131,0,0,0,0,0,0,0,0,0,0,0,0,0
asv34645,0.014517159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126432906,0
asv41457,0.085445033,0,0,0.019954871,0.007086742,0,0,0,0,0.012870841,0,0,0,0,0,0
asv41810,0,0,0,0,0,0,0.040661977,0,0,0,0,0,0,0,0,0
asv46010,0.019598165,0.017215844,0,0,0.045506441,0,0.162647908,0,0.034295014,0.020371563,0.010947421,0.023750799,0.011050334,0.033532002,0.033715442,0.019313154
asv52155,0,0.389997383,0.065036089,0,0,0,0,0,0.276561692,0,0,0,0,0,0.095527085,0
asv53723,0,0.130537058,0,0,0.15351062,0.068090863,0,0,0,0,0.037534015,0,0.045503126,0.0201187,0,0
asv04702,0,0,0,0,0,0.04996911,0,0,0,0,0,0,0,0,0,0
asv15622,0.046157735,0.007976572,0,0,0,0,0,0,0.030189528,0,0,0,0,0,0,0
asv20129,0,0,0,0,0,0,0,0,0,0,0,0.021923815,0,0,0,0
asv52422,0.062179915,0.052990306,0.016577827,0,0.021238289,0.041482732,0.143672319,0,0.055678237,0.007507991,0.042225767,0.014615876,0.014733779,0.033891444,0,0.091298546
asv22928,0.03556704,0.06157667,0.043357392,0.119729228,0,0,0.060992965,0,0.028312519,0,0.035970098,0.113273043,0,0.010539023,0,0
asv27070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030905822,0
asv51051,0,0,0,0.009209941,0,0.035208587,0.024397186,0.019264786,0,0,0,0,0,0,0,0.052672238
asv05040,0,0,0,0,0,0,0.056926768,0,0,0,0,0,0,0,0,0
asv23494,0,0.056512009,0.048458262,0.084424455,0.065567817,0.011244589,0.12334133,0,0.022563581,0,0.034406181,0,0,0,0,0
asv41525,0,0,0.103292611,0,0,0,0,0,0,0,0,0,0,0,0,0
asv08380,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080777886,0,0
asv36220,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061616026,0,0
asv02791,0,0,0,0,0,0,0,0,0,0,0.039097933,0,0,0,0,0
asv05177,0,0,0,0,0,0.016866883,0,0,0.091015083,0.037650602,0,0,0,0,0,0
asv07630,0,0,0,0,0,0,0,0,0,0.008264766,0,0,0,0,0,0
asv08916,0,0.012861067,0.019128261,0,0,0,0,0,0.01012519,0.93799889,0.009383504,0.162601626,0,0,0,0.040382049
asv17974,0,0,0,0.039909743,0,0,0,0,0,0,0,0.062117475,0,0,0,0
asv27536,0,0,0,0,0.052644367,0.056247359,0,0,0,0,0,0,0.04665746,0.033831328,0,0
asv29985,0,0,0,0,0,0.004542646,0,0,0,0,0,0,0,0,0,0
asv32536,0,0,0,0,0.011136308,0.026347349,0,0,0,0,0,0,0,0,0.056192403,0
asv37977,0,0,0,0,0,0,0.062348365,0,0,0,0,0,0.024863252,0,0,0
asv39823,0,0,0,0,0.010101981,0.016866883,0,0,0,0,0,0,0.009331492,0.043950794,0,0
asv42245,0.034559648,0.023343022,0,0,0.024209656,0.064505578,0.023041787,0,0,0,0.07506803,0,0.104597987,0.101376259,0.174196449,0.158016715
asv48414,0,0,0,0,0.042443674,0,0,0.038529571,0,0,0,0,0,0,0,0
asv50635,0,0,0,0,0,0,0,0,0,0,0,0,0.008398343,0,0,0
asv51237,0,0,0,0,0,0.683096239,0,0,0,0,0,0,0,0.005748558,0,0
asv52673,0,0,0,0,0.039439403,0.012181638,0.032529582,0.147112909,0,0,0,0,0,0,0,0.433668095
asv43621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017557413
asv00243,0,0,0,0,0.011136308,0,0,0.057794357,0.006604729,0,0,0,0,0,0,0.143970784
asv06055,0.00362929,0,0,0,0,0,0,0,0,0,0.02345876,0.014615876,0,0,0,0
asv07573,0,0,0,0,0,0.066925656,0,0,0,0,0,0,0,0,0,0
asv10590,0,0,0,0,0,0,0,0,0,0,0,0,0.006532044,0,0,0
asv11771,0.009436154,0,0,0,0,0,0,0,0,0,0,0.031058738,0,0,0,0.075496875
asv14923,0,0,0,0,0,0,0,0.06304839,0,0,0,0,0,0,0,0
asv19451,0,0,0,0,0,0,0,0,0.046324114,0.068461148,0.020330925,0,0,0,0,0
asv20414,0,0,0,0,0,0,0,0,0,0.023596542,0,0,0,0,0,0
asv22201,0,0,0,0,0,0,0,0,0,0,0,0,0.009208612,0,0,0
asv24842,0,0,0,0,0,0,0,0,0,0,0,0,0.030621891,0.05125735,0,0
asv27626,0,0.019371674,0,0.039909743,0.045506441,0,0.042017376,0.059545701,0,0,0,0,0.061857444,0.051195981,0,0.056183721
asv35658,0,0,0,0,0,0.02543882,0,0,0,0,0,0,0.023942391,0.01916186,0.061811643,0
asv38646,0,0,0,0,0,0.039975288,0,0,0,0,0,0,0.025784113,0,0,0
asv44606,0,0,0,0,0.094013497,0,0,0,0,0,0,0,0,0.104432138,0,0
asv47018,0,0,0,0,0,0,0.020330988,0,0,0,0,0,0,0,0,0
asv51547,0,0.008283008,0,0,0,0,0.016264791,0,0,0,0,0,0,0,0,0.200154505
asv11906,0.028408687,0,0,0,0,0,0,0,0,0.010101381,0,0,0,0,0,0
asv27178,0,0,0,0,0.00607435,0.008176763,0,0.019264786,0,0,0,0,0,0.008801931,0,0.042137791
asv21472,0,0,0,0,0,0,0,0,0.008806305,0,0,0,0,0,0,0
asv32344,0,0,0,0,0,0,0,0,0,0,0,0,0.001866298,0,0,0
asv46196,0,0,0,0,0,0.007268234,0,0,0,0,0,0,0,0,0,0
asv00135,0.002840869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv03561,0,0,0,0,0,0,0.067769962,0,0,0,0,0,0,0,0,0
asv03825,0,0,0.042082175,0,0,0,0,0,0,0,0,0,0,0,0,0
asv14464,0,0,0,0,0.020247833,0,0,0,0,0,0,0,0,0,0,0
asv19519,0.005081006,0.003988286,0.010201739,0.00613996,0,0,0,0,0.017416263,0.006435421,0,0,0,0,0,0
asv21941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043893532
asv22234,0,0,0.017853044,0,0,0,0,0,0,0,0,0,0,0,0,0
asv23046,0,0,0,0,0,0,0,0.015762097,0.006269855,0,0,0,0,0,0,0.035114825
asv25454,0,0,0,0,0,0,0.047438973,0,0.013209458,0,0,0.038366676,0.028681865,0.038322468,0.081478984,0.040382049
asv25985,0,0,0,0,0,0,0,0,0,0,0.009383504,0,0,0,0,0
asv34175,0,0,0.014027392,0,0,0,0.008132395,0,0.009753107,0.009183074,0.012511338,0.034712707,0,0,0,0.010534448
asv38509,0.006391955,0,0,0,0,0,0,0,0.01174174,0.00214514,0,0,0,0,0,0
asv40871,0.060972069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv40933,0,0,0,0,0,0,0,0.103329305,0,0,0,0,0,0,0,0
asv41203,0,0,0,0,0,0,0.012198593,0.012259409,0,0,0,0,0.006446028,0,0,0
asv41995,0,0,0,0.00306998,0,0,0,0,0,0,0,0,0,0,0,0
asv49353,0.007812389,0,0,0,0,0,0,0.022767474,0,0,0.007819587,0,0,0,0,0
asv51020,0,0.01054201,0,0,0,0,0,0,0,0,0,0,0,0.007544513,0,0
asv03490,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003832372,0,0
asv02982,0,0,0,0,0,0,0,0,0,0,0,0,0.005598895,0.007544513,0,0
asv04911,0,0,0,0.035304772,0,0,0,0,0,0,0,0,0,0,0,0
asv05136,0,0.067010902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv06095,0,0,0,0,0,0,0.010843194,0,0,0,0,0,0,0.01802342,0,0.012290189
asv06419,0.02272695,0,0.008926522,0,0,0,0,0,0,0,0,0,0,0,0,0
asv09269,0,0.010255592,0,0.030699802,0,0,0,0,0.046435739,0,0,0.021923815,0.02332873,0,0,0
asv10765,0,0,0,0,0,0.01271941,0,0,0,0,0,0,0.009208612,0,0,0
asv11672,0,0,0,0,0.00607435,0,0,0,0,0,0,0,0,0,0,0
asv12101,0,0,0,0,0.010123917,0,0,0,0,0,0,0,0,0,0,0
asv14614,0,0.005271005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv15748,0,0,0,0,0,0,0,0,0,0.00214514,0,0,0,0,0,0
asv17997,0,0,0,0,0,0,0,0,0.002089952,0,0,0.012788892,0,0,0,0
asv20066,0,0.009116082,0,0,0.029322798,0,0,0,0,0,0.031278346,0,0,0,0,0.02809186
asv20537,0,0,0.014027392,0,0,0,0,0,0,0,0,0,0,0,0,0
asv21648,0,0,0,0,0,0.058007378,0,0,0,0,0,0,0,0,0,0
asv21988,0,0,0,0,0,0,0.055571369,0,0,0,0,0,0,0,0,0
asv22174,0,0,0,0,0,0.035803399,0,0,0,0,0,0,0,0,0,0
asv22192,0,0,0,0.015349901,0,0,0,0,0,0,0,0.012788892,0,0,0,0
asv23949,0,0.006267306,0,0,0,0.022203979,0,0.031524195,0,0.012870841,0,0,0,0,0,0.021068895
asv26646,0,0,0,0.061399604,0,0,0,0,0,0,0,0,0,0,0,0
asv27628,0.021049881,0,0.286923921,0.044514713,0,0,0,0,0,0,0,0,0,0,0,0
asv27739,0,0,0.059935219,0,0,0,0,0,0,0,0,0,0,0,0,0
asv28413,0,0,0,0,0.022192184,0.053407692,0,0,0,0,0,0,0,0,0,0
asv29024,0,0,0,0,0,0,0.023041787,0,0,0,0,0,0,0,0,0
asv31038,0,0,0,0,0,0,0,0.285469098,0,0,0,0,0,0,0,0
asv31112,0,0,0.006376087,0.009209941,0,0,0,0,0,0,0,0,0,0,0,0
asv32032,0.004355148,0.015383388,0,0,0,0.005622294,0,0.024518818,0.006269855,0,0,0,0,0,0,0
asv32923,0,0,0.014027392,0.00767495,0,0,0,0,0,0,0,0,0,0,0,0
asv33875,0,0,0.062485654,0.052189663,0,0,0,0,0,0,0,0,0,0,0,0
asv34921,0,0,0,0,0,0,0,0,0,0,0,0,0.008287751,0,0,0.049160756
asv37445,0,0,0,0,0,0.008176763,0,0.017513442,0,0,0,0,0,0,0,0
asv37795,0,0,0,0,0,0.012181638,0,0.015762097,0,0,0,0,0,0,0,0
asv37922,0,0,0,0,0,0,0.046083574,0,0,0,0,0,0,0,0,0.005267224
asv39453,0,0.007406817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv41165,0,0,0,0,0.025309792,0,0,0.182139792,0,0,0,0,0,0,0,0
asv41507,0,0,0,0.027629822,0,0,0,0,0,0,0,0,0,0,0,0
asv41517,0,0,0,0,0,0,0,0,0,0.015611225,0,0,0,0,0,0
asv42556,0,0,0.014027392,0,0,0,0,0,0,0,0,0,0,0,0,0
asv44048,0,0.033045797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv44832,0,0,0,0,0,0,0,0.026270162,0,0,0,0,0,0,0,0.022824637
asv46521,0.004355148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv46585,0,0,0,0,0,0,0,0,0,0.00903608,0,0,0,0,0,0
asv49748,0,0,0,0.013814911,0,0,0,0,0,0,0,0,0,0,0,0
asv49811,0,0,0,0,0.008099133,0,0,0,0,0,0,0,0,0,0,0
asv50660,0,0.023383059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv51400,0,0,0,0,0,0,0,0,0,0.042418209,0,0,0,0,0,0
asv52477,0,0,0,0,0,0,0,0,0.010449758,0,0,0,0,0,0,0.036870567
asv54304,0,0,0,0,0,0,0,0,0.004403153,0,0,0,0,0,0,0
asv55654,0,0,0.068861741,0,0,0,0,0,0,0,0,0,0,0,0,0
asv44624,0,0,0,0,0.025280544,0.014055736,0,0,0,0,0,0,0,0.006287094,0,0
asv55150,0,0.005697551,0,0,0,0,0,0,0.011146408,0,0,0,0,0,0,0
asv06977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004790465,0,0
asv07242,0,0,0,0,0,0,0,0,0.003483253,0,0,0,0,0,0,0
asv12282,0,0,0,0,0,0.008433441,0,0,0,0,0,0,0.015679216,0,0,0
asv14321,0.004261303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv22395,0,0,0,0,0,0,0.002710798,0,0.009540164,0,0,0,0,0,0,0
asv28673,0.00725858,0,0,0,0,0,0,0,0,0,0,0.009134923,0,0,0,0
asv28854,0,0,0.020403479,0,0,0,0,0,0,0.00536285,0,0,0,0,0,0
asv34338,0,0,0,0,0.004034943,0,0,0,0,0.016691064,0,0,0,0,0,0
asv34400,0.0454539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv34603,0,0,0,0,0,0,0,0,0,0.001836615,0,0,0,0,0,0
asv40758,0.00725858,0,0,0,0,0,0,0.033275539,0,0,0,0,0,0,0,0
asv41323,0,0,0,0,0,0,0,0,0,0,0,0.005480954,0,0,0,0
asv42527,0,0,0,0,0,0,0,0,0,0,0.006255669,0,0,0,0,0
asv43569,0,0,0.047183045,0.046049703,0,0,0,0,0,0,0,0,0,0,0,0
asv48498,0,0,0,0,0,0,0,0,0.011146408,0,0,0,0,0,0,0
asv48758,0.081893947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv50941,0,0,0.017853044,0.010744931,0,0.018170585,0,0.026270162,0.006966505,0,0,0,0.008287751,0,0,0.040382049
asv51107,0,0,0,0,0,0,0,0,0.018522204,0,0,0,0,0,0,0.022824637
asv51415,0.029829122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv52126,0.018872307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv00136,0.018653336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv05962,0,0.005697551,0,0,0.012104828,0,0,0,0,0,0.042225767,0,0,0.016346444,0,0
asv12228,0.03266999,0,0,0.009209941,0,0,0,0,0,0.006428152,0,0.051155568,0.014733779,0.005029675,0,0
asv15073,0,0,0.010201739,0,0,0,0,0,0,0,0,0.005480954,0,0,0,0
asv22958,0.013065443,0.006837061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv23888,0,0,0,0,0,0,0,0,0.01577281,0,0,0,0,0,0,0.021068895
asv29905,0.018465647,0.022690113,0.021678696,0,0.118354769,0.096736003,0,0,0,0,0.050045354,0,0.044619129,0.090177216,0.101146325,0.175574127
asv37200,0,0.013554013,0,0,0,0,0,0,0,0,0,0,0.020381826,0.015329488,0,0
asv40025,0,0,0,0,0,0,0,0,0.011843059,0,0,0,0,0,0,0
asv40236,0.013791301,0,0.017853044,0.013814911,0,0,0,0,0,0,0,0,0,0,0,0
asv46878,0,0,0,0,0,0,0,0,0.014629661,0,0,0,0,0,0,0
asv51183,0,0,0.021678696,0.032234792,0,0,0,0.085815864,0.019506214,0,0,0,0,0,0,0
asv55045,0,0,0,0,0,0,0,0,0,0.009183074,0,0.021923815,0,0,0,0
asv08728,0,0.001506001,0,0,0,0,0,0,0,0,0,0,0,0.004790465,0,0.003511483
asv01970,0,0,0,0,0,0,0,0.02101613,0,0,0,0,0,0,0,0
asv02940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019667341,0
asv03653,0.009232823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv03757,0,0,0.070136958,0.041444733,0,0,0,0,0,0,0,0,0,0,0,0
asv04516,0.015243017,0,0.014027392,0,0,0,0,0,0,0,0,0,0.007465194,0.022994232,0,0
asv26373,0.011363475,0.00227902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv30237,0,0,0,0,0,0,0,0,0,0,0.020330925,0,0,0.005748558,0,0
asv45702,0,0.003012003,0.020403479,0,0,0,0,0,0,0,0,0,0,0.003772256,0.014048101,0
asv04434,0,0,0,0,0,0.017803932,0,0,0,0,0,0,0,0,0,0
asv18079,0.029829122,0.002848776,0.04973348,0.026094832,0,0.005622294,0.021686388,0,0,0.007346459,0.0813237,0,0,0,0,0
asv23320,0,0.007530007,0,0,0.037385371,0.049887654,0.020330988,0.038529571,0,0.007507991,0,0.027404768,0,0.006706651,0.087098224,0
asv50167,0.023227455,0,0.016577827,0,0.008069885,0,0.05286057,0.010508065,0,0,0.020330925,0.02009683,0,0,0.025286581,0.015801671
asv12419,0.012073692,0,0,0,0,0,0.008132395,0,0,0,0,0,0,0,0,0
asv26101,0,0,0,0.00613996,0,0,0,0.008756721,0,0,0,0,0.007465194,0.005748558,0,0.022824637
asv00956,0,0.001506001,0,0,0,0,0,0.024518818,0,0.002754922,0,0,0,0,0,0
asv07250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035114825
asv40496,0,0,0.108393481,0,0,0,0,0,0,0,0,0,0,0,0,0
asv52428,0.004355148,0.003418531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv45951,0,0.007530007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033359084
asv19964,0.008710296,0,0,0,0.013142812,0.004542646,0,0,0,0,0,0,0,0.002874279,0.022476961,0
asv27432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094810029
asv44272,0,0,0.048458262,0,0,0,0,0,0,0,0,0,0,0,0,0
asv03056,0.013494127,0.003988286,0,0.012279921,0,0,0,0,0.011843059,0,0,0,0,0,0,0
asv17203,0,0,0,0,0,0,0,0,0,0,0,0.032885722,0,0,0,0
asv22642,0.010887869,0,0,0,0.01613977,0,0,0,0,0.008264766,0,0,0,0,0,0
asv23119,0,0,0,0,0,0,0,0.010508065,0.008072447,0.014692918,0,0.007307938,0,0,0,0
asv23603,0,0,0,0,0,0,0,0,0.014629661,0,0.020330925,0,0,0,0,0
asv36206,0,0.014813633,0,0,0.078860526,0.077086493,0,0,0,0.009653131,0.068812361,0,0,0,0,0
asv47837,0,0.015813015,0,0,0,0,0.031174182,0,0.015326311,0,0,0,0.051961443,0.045267076,0.056192403,0
asv39349,0,0.005697551,0,0,0,0,0,0,0,0,0.048481436,0,0,0,0.016857721,0
asv51995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021078046,0,0
asv07727,0,0,0,0,0,0,0,0,0,0,0.025022677,0,0,0,0,0
asv08396,0,0.04785943,0,0,0,0,0,0,0.013943317,0,0,0.043847629,0,0,0.016857721,0.057939462
asv16748,0.070311501,0.13561712,0,0,0,0.035607864,0,0,0.025935208,0.028959392,0,0,0.013812918,0.057485581,0,0
asv23560,0.058068637,0.026128662,0.045907827,0.194943743,0,0.039975288,0,0,0.020899515,0,0,0,0,0,0,0
asv23942,0.004261303,0,0,0,0.013113563,0.00937049,0,0,0,0,0,0,0,0,0,0
asv29158,0,0,0,0,0,0.005451176,0,0,0,0,0,0,0,0.006287094,0,0
asv29400,0.211772724,0.127534296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv40668,0,0,0.07906348,0,0,0,0.127407528,0,0,0,0,0,0,0,0,0
asv44900,0,0,0,0.036839762,0.044545234,0,0,0,0,0,0,0.14798575,0,0,0,0
asv51540,0,0,0,0,0,0,0,0,0.007663156,0,0,0.021923815,0,0,0,0
asv20481,0,0,0,0,0,0,0,0,0,0,0,0.009134923,0.010129473,0,0,0
asv29629,0.030486034,0,0,0.013814911,0.050517215,0.010902351,0.013553992,0,0,0,0,0,0.021462431,0,0.033715442,0
asv15807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008778706
asv07713,0,0.006777006,0,0.00767495,0,0,0,0,0,0,0,0.014615876,0,0,0,0
asv08455,0.045729052,0.016239561,0.014027392,0.038374752,0.021212697,0.046933908,0,0,0.056933012,0.041492632,0.118857715,0.04019366,0.016796685,0.065150325,0.078669364,0.047405014
asv38021,0,0,0,0,0,0.008176763,0.009487795,0.012259409,0,0,0.043789684,0,0.006446028,0,0,0.015801671
asv46391,0,0,0,0,0,0,0.008132395,0,0,0,0,0,0.03130928,0,0,0
asv03627,0,0.018721846,0,0.026094832,0.00706115,0.035037468,0.036595779,0.082313175,0.008806305,0.018828936,0.039097933,0.04019366,0.03236531,0.021078046,0.011238481,0
asv44649,0,0.004558041,0,0.024559842,0.00706115,0,0,0,0.006966505,0,0,0.034712707,0.014930387,0.022994232,0,0
asv51891,0,0,0,0,0,0.017262056,0,0,0,0,0,0,0,0,0,0
asv08262,0,0,0.006376087,0,0.009111525,0.00937049,0,0,0,0,0,0,0,0.006706651,0,0
asv21217,0,0.003765004,0,0,0,0,0,0.029772851,0,0,0,0,0,0,0,0
asv34744,0,0,0,0,0.034315292,0.009993822,0,0,0,0,0,0,0,0,0,0.012290189
asv07782,0,0,0,0,0.009078621,0,0.012198593,0,0,0,0,0,0.012044923,0.01005935,0.00842886,0
asv37094,0,0,0,0,0,0.010902351,0,0,0,0,0,0,0,0,0,0
asv05710,0.053009654,0.021753867,0.036981305,0.027629822,0.008069885,0,0,0,0.037331768,0.00429028,0.020330925,0,0.024261879,0.022036139,0.019667341,0
asv08036,0,0.018825018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv11142,0.024679171,0,0,0,0,0,0,0,0,0,0.029714429,0,0,0.015329488,0,0
asv17455,0,0,0,0,0.021260225,0,0,0,0,0,0,0,0,0.018203767,0,0
asv25467,0,0,0,0,0,0,0,0,0.050158836,0,0,0,0,0,0,0.066718168
asv26595,0,0,0.073962611,0.046049703,0,0,0.018975589,0,0,0,0,0,0,0,0,0
asv38525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011238481,0
asv41172,0.055165205,0,0,0.035304772,0,0,0,0,0,0,0,0,0,0,0,0.040382049
asv49839,0.048382231,0,0,0,0,0,0,0,0.012475599,0.055744569,0,0,0,0,0,0
asv44062,0,0,0,0,0,0,0,0.022767474,0,0,0,0,0,0,0,0
asv05659,0,0.012291312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv13752,0,0,0,0,0,0,0,0.075307799,0,0,0,0,0,0,0,0
asv19031,0,0,0,0,0,0,0,0.091069896,0,0,0,0,0,0,0,0
asv22249,0.014517159,0,0.021678696,0,0.047454448,0.043556469,0,0.047286292,0.004179903,0,0.018767008,0,0.068770416,0.020119953,0.044953922,0
asv23935,0,0.007406817,0,0,0,0,0,0,0.007338588,0,0,0,0,0,0,0
asv33618,0,0,0,0,0.0364461,0.033733766,0,0,0,0,0,0,0,0,0,0
asv51981,0.02272695,0,0,0,0,0,0.097588745,0,0,0,0,0,0.023942391,0,0,0
asv19626,0,0,0.011476957,0,0,0,0,0,0,0,0,0,0,0,0,0.029847602
asv21928,0.009943041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv25049,0,0,0,0,0,0,0,0,0,0,0.034406181,0,0,0,0,0
asv35093,0,0,0,0,0.111162003,0.079042047,0.090811749,0.21891802,0.078258413,0.053136641,0.059428857,0.054809537,0.106796061,0.095866911,0,0
asv43851,0,0.073544608,0.04973348,0,0,0,0.073191559,0,0,0,0,0,0,0,0,0.114123183
asv11322,0.030079374,0.012048011,0.019128261,0.012279921,0,0,0,0,0.012475599,0.015015981,0,0,0,0,0,0
asv07576,0.008710296,0,0,0,0.028244598,0,0.037951179,0,0,0,0.01720309,0,0.044434809,0,0,0
asv14362,0,0,0,0,0,0.026347349,0,0,0,0,0,0,0.01565464,0,0,0
asv16256,0.024679171,0,0,0,0.144563616,0.104546113,0,0.140107533,0,0,0,0.031058738,0.068119891,0.065150325,0,0
asv16698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031603343
