,1AO_1,1AO_5,1AO_3,1AO_29,1AC_7,1AC_9,1AC_8,1AC_33,1NO_13,1NO_15,1NO_17,1NO_37,1NC_19,1NC_20,1NC_21,1NC_43
asv24054,0,0,0,0.024559842,0.083878612,0,0.074546958,0.056043013,0,0.024794299,0,0,0.053704861,0.069818053,0.056192403,0.049160756
asv34191,0,0.022670095,0,0,0,0.003634117,0.012198593,0,0,0,0.014075256,0,0,0,0,0.010534448
asv35190,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027663213,0,0
asv36254,0,0.012801012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv37303,0.037641511,0.020511184,0.030605218,0,0.053583638,0.017803932,0.03524038,0,0.025823584,0,0.062556692,0,0.015863536,0.058980957,0.070240503,0.059695203
asv45063,0,0,0,0,0,0,0,0,0,0.010101381,0,0,0,0,0,0
asv45204,0,0,0,0,0.035305748,0,0,0,0,0,0,0,0,0,0.053382783,0
asv45949,0,0,0,0,0.012104828,0,0,0,0,0,0,0,0,0,0,0.021068895
asv48643,0,0,0,0,0,0,0,0,0,0.005509844,0,0,0,0,0,0
asv51791,0,0,0,0,0,0,0.042017376,0,0,0,0,0,0,0,0,0.022824637
asv52090,0,0,0,0,0.011136308,0,0,0,0,0,0,0,0,0,0,0
asv52989,0,0,0,0,0,0.042476821,0,0,0,0,0,0,0.030388419,0,0,0
asv53619,0,0,0,0,0,0.003748196,0,0,0.012949,0.013473354,0.010947421,0.08404129,0,0.014610605,0,0
asv35630,0,0,0,0.012279921,0,0,0.065059163,0.010508065,0,0,0,0,0,0,0,0
asv51178,0,0,0,0,0.018197458,0,0,0,0,0,0,0,0,0,0,0.043893532
asv52427,0,0,0,0,0,0,0,0,0,0,0,0.045674614,0.014930387,0.032692888,0.056192403,0.038626308
asv48678,0,0,0.002550435,0,0.037381715,0.041625331,0,0.008756721,0.002089952,0,0,0.014615876,0.015863536,0.037244143,0.059002023,0.045649273
asv05466,0.059526735,0.024096023,0,0,0,0.021067292,0,0,0.016144893,0.011019689,0.018767008,0,0,0.005748558,0,0
asv11218,0,0,0,0,0.067673033,0,0,0,0,0,0,0,0,0,0,0
asv14212,0,0.019371674,0,0,0,0.044041305,0.107076539,0,0,0,0.07506803,0,0.033151003,0.047904651,0,0.066718168
asv17219,0.002177574,0.002848776,0,0.015349901,0,0,0,0.02101613,0,0,0.020330925,0.105965105,0,0.006706651,0,0.1106117
asv26352,0.007812389,0,0.012752174,0.016884891,0,0,0,0,0.233268043,0,0,0,0,0,0,0
asv31870,0.066053075,0.004558041,0,0.019954871,0.04744348,0.049060581,0.03524038,0.014010753,0,0,0,0,0.039904231,0.050237888,0,0
asv32087,0.088554672,0.056595163,0.066311306,0.082889465,0.146537215,0.217888217,0.132829125,0.075307799,0,0.050675706,0.092271121,0.085868274,0.270525772,0.249394738,0.238817712,0.351148255
asv34352,0,0,0,0,0,0,0,0,0,0,0,0,0.024261879,0,0,0
asv35434,0,0,0,0,0.016183643,0,0,0.010508065,0,0,0,0.012788892,0.011971195,0.021257141,0,0
asv51315,0,0,0,0,0.12628207,0.101755279,0,0.171631727,0.011007882,0,0,0,0.111424943,0.177299805,0.123623286,0.093054288
asv20088,0,0,0,0,0.061627931,0.062464465,0,0,0,0,0.014075256,0,0.022100669,0,0,0
asv37201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026336119
asv29859,0,0.058527711,0.019128261,0,0,0,0,0,0.018484996,0.032001033,0.475430859,0.215584178,0,0,0,0
asv08067,0.019598165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv44031,0.019175864,0,0,0.012279921,0.004034943,0,0,0.022767474,0,0,0,0,0.008287751,0,0,0.066718168
asv34775,0.020324023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv01388,0,0.01054201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv12149,0,0,0,0,0.004034943,0,0,0,0.006966505,0,0,0,0,0,0,0
asv33095,0.013791301,0.036120935,0.015302609,0.044514713,0,0,0,0,0.084761824,0.067858634,0,0.04019366,0,0,0,0
asv35079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010539023,0,0
asv37995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013293071,0,0
asv39656,0,0,0,0,0,0.005451176,0,0,0,0,0,0,0,0.017065327,0,0
asv42258,0,0,0,0,0.0121487,0.021381009,0,0.049037636,0.005137011,0.00321771,0.021894842,0,0.026926159,0.036465144,0,0.024580378
asv47092,0,0,0,0,0,0,0,0,0.028647394,0,0,0,0,0,0,0
asv13606,0,0.008872781,0,0.018419881,0.027235863,0.01271941,0.081323954,0.06304839,0.005573204,0.020672819,0.020330925,0.04019366,0.021302687,0.072633469,0.033715442,0
asv24723,0,0,0,0,0.015131035,0.01271941,0,0,0,0,0,0,0,0,0,0
asv01851,0,0,0,0,0.016198267,0.023426226,0,0,0,0.00536285,0,0,0,0.005748558,0,0.008778706
asv46757,0.010887869,0,0,0,0,0.013627939,0,0.028021507,0,0,0.015639173,0,0,0,0,0
asv00114,0,0,0,0,0,0.018541342,0,0,0.006269855,0,0,0,0.011971195,0,0,0
asv00685,0.017045212,0,0,0,0.010087357,0,0,0,0,0,0.018767008,0,0,0,0,0
asv05345,0,0,0,0,0,0,0.037951179,0,0,0,0,0,0.014733779,0,0,0
asv10248,0,0,0,0,0.11715592,0.069736803,0,0,0,0,0,0,0,0,0,0
asv14018,0,0,0.011476957,0,0,0,0,0.014010753,0,0,0,0,0.003683445,0,0,0.010534448
asv15856,0,0,0,0.038374752,0.091955809,0.139897299,0.330717413,0.194399201,0.018809564,0,0,0,0,0,0,0.133436337
asv16134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015089025,0,0
asv17228,0,0,0,0,0,0,0,0,0,0.025712607,0,0,0,0,0,0
asv19077,0,0,0,0,0.008069885,0,0,0.028021507,0,0,0,0,0,0,0,0.029847602
asv20656,0,0,0,0,0.009111525,0.01271941,0,0.07180511,0,0,0,0,0.026128177,0.044669677,0,0
asv25321,0.007812389,0,0,0,0.064632202,0.044493518,0,0,0,0,0,0.016442861,0.013812918,0.027663213,0.059002023,0
asv29597,0.00362929,0,0,0,0.00706115,0,0.018975589,0,0,0,0,0,0,0.015089025,0,0.026336119
asv30424,0,0,0,0,0.015185875,0.027255878,0.021686388,0,0,0.027886822,0.056301023,0.049328583,0,0,0,0
asv34729,0.033646101,0.037443691,0,0,0,0,0,0,0.045850714,0,0,0,0.047884782,0,0,0
asv35275,0,0,0,0,0.024209656,0.017803932,0,0,0,0,0,0,0.01119779,0,0,0
asv37316,0,0,0.006376087,0,0,0,0,0,0,0,0,0,0,0,0,0.026336119
asv39796,0,0,0,0,0.002017471,0,0,0,0,0.00214514,0,0,0,0,0,0.007022965
asv44082,0,0,0.021678696,0,0,0,0,0,0,0,0,0,0,0.045267076,0,0
asv49773,0.094361535,0.067154111,0.061210436,0.096704376,0.276857883,0.267523297,0.108431939,0.208409955,0,0,0.106346376,0.126061935,0.222985054,0.302807484,0.362440998,0.19313154
asv50049,0.013791301,0.005697551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv51601,0,0,0,0,0.033288276,0,0,0.094572584,0,0,0,0,0.074332447,0,0.148909867,0.161528197
asv06928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015801671
asv13696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00958093,0,0
asv15267,0,0,0,0,0,0,0,0.005254032,0,0.006428152,0,0,0,0,0,0
asv15285,0.010162011,0,0,0,0.055564549,0.091455946,0.018975589,0,0,0,0.015639173,0,0.072158949,0.08191382,0.036525062,0.263361191
asv20935,0.018872307,0,0,0.044514713,0.022217776,0.044522038,0,0.029772851,0,0,0,0,0.076824695,0.01916186,0.044953922,0.080764099
asv24171,0,0,0,0,0.031336614,0.020615079,0,0,0,0,0,0,0.017496363,0,0,0
asv26805,0.031624935,0.008546327,0.010201739,0,0.009111525,0,0.021686388,0,0.02094703,0.008580561,0.034406181,0,0.007465194,0,0.019667341,0
asv38290,0,0.039479411,0.010201739,0,0,0.025866616,0,0.070053766,0,0,0.018767008,0,0.036834448,0.031435469,0.087098224,0
asv44724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030905822,0
asv51754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035114825
asv54927,0,0,0,0,0.005061958,0.005451176,0,0,0,0,0,0,0.022395581,0.008801931,0.061811643,0
asv34142,0,0,0,0,0,0,0.020330988,0,0,0,0,0,0,0,0,0
asv19759,0,0,0.012752174,0.010744931,0,0,0,0,0,0,0,0,0,0,0,0
asv38710,0,0.016566016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163283938
asv41882,0,0.003988286,0,0.015349901,0.105043781,0.029443694,0,0.045534948,0,0.009183074,0.02345876,0,0.053704861,0.041316978,0.056192403,0.038626308
asv14359,0,0,0,0,0.007086742,0,0,0,0,0,0.004691752,0.02009683,0,0.003832372,0,0.040382049
asv34992,0,0,0,0,0,0,0,0,0,0,0,0.007307938,0,0,0.101146325,0
asv32758,0,0,0,0,0.03639126,0.023055469,0,0,0,0,0,0,0.186113003,0.044788656,0.061811643,0.012290189
asv41045,0,0,0,0,0.009078621,0,0,0.050788981,0,0,0,0,0,0,0,0
asv53025,0,0,0,0,0,0.008176763,0,0,0,0,0,0,0,0,0,0
asv39304,0,0,0,0,0,0,0,0,0,0,0,0.012788892,0.029467558,0,0,0
asv42645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005748558,0,0
asv05496,0.021306516,0,0,0,0,0,0,0,0,0,0,0,0,0.023952325,0,0
asv09156,0,0,0,0,0,0,0,0,0,0,0,0.02009683,0,0,0,0
asv28546,0,0,0,0,0.021183449,0,0,0,0,0,0,0,0.020529282,0.013831606,0,0.017557413
asv30828,0,0,0,0,0,0,0,0,0,0,0,0,0.021462431,0,0,0
asv35303,0,0,0,0,0.024227936,0.063825207,0,0,0,0,0,0,0,0.02808277,0,0
asv36659,0,0,0,0,0.013113563,0.021975821,0,0,0,0,0,0,0.01119779,0.011497116,0,0.049160756
asv38456,0,0.008546327,0,0,0.014173483,0,0.01762019,0.017513442,0.006966505,0,0,0,0,0.017603863,0.044953922,0
asv43899,0.056817375,0,0,0,0,0.008176763,0,0,0,0.025712607,0,0,0,0.038979982,0,0
asv44241,0,0.010825347,0,0,0,0,0,0,0,0,0.020330925,0.032885722,0,0,0,0
asv44910,0,0.009789009,0,0,0.021183449,0.012181638,0,0,0,0,0,0.027404768,0,0,0,0
asv50561,0,0,0,0,0,0,0,0,0,0,0,0,0.019338085,0,0,0
asv20242,0.005081006,0,0,0,0,0,0.016264791,0,0,0,0,0,0,0,0,0
asv33702,0,0.007976572,0,0.012279921,0.012104828,0,0,0.017513442,0,0.015618494,0.032842263,0,0.022395581,0.031915142,0.028096201,0
asv30856,0,0,0.007651305,0,0,0,0,0,0,0.008264766,0,0,0.005598895,0,0.016857721,0.015801671
asv06739,0,0,0,0,0.0485948,0,0,0.033275539,0,0,0,0,0.022100669,0,0.095527085,0.079008357
asv13089,0,0,0,0.032234792,0,0,0,0,0,0,0,0,0,0,0,0
asv21073,0.002903432,0.013104368,0.028054783,0,0.036314483,0.018170585,0,0,0,0,0,0,0,0.055148585,0,0
asv23227,0,0,0,0,0,0,0.032529582,0,0,0,0,0,0,0,0,0
asv23261,0,0,0,0.026094832,0,0,0,0,0,0,0,0,0,0,0,0
asv25256,0,0,0,0,0,0.017803932,0,0,0,0,0,0,0.007465194,0.008622837,0.039334682,0.045649273
asv25744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012290189
asv28050,0,0,0.012752174,0,0.006052414,0.012181638,0,0.014010753,0.006269855,0,0,0,0.009208612,0,0.025286581,0
asv28448,0,0,0,0,0,0,0,0,0,0,0,0,0.018662984,0,0,0
asv38498,0,0.016462843,0,0,0,0,0,0.024518818,0,0,0.032842263,0,0,0.040237401,0.070240503,0.045649273
asv06340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030905822,0
asv24279,0,0,0,0,0,0,0,0.04203226,0,0,0,0,0,0,0,0
asv31176,0,0,0,0,0.089949306,0.038728625,0,0,0,0,0,0.016442861,0.047123665,0.070777398,0.067430883,0.015801671
asv32415,0,0,0,0,0,0.014992785,0,0,0,0,0,0,0,0,0,0
asv54266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030905822,0
asv54600,0,0,0,0,0,0,0,0,0,0,0,0.027404768,0,0,0,0
asv08421,0,0.010825347,0.021678696,0,0,0,0,0,0,0,0,0.02009683,0,0.046946558,0,0
asv10520,0,0,0,0,0,0,0,0.089318552,0,0.009183074,0,0,0,0,0,0
asv11380,0,0,0,0,0.066686234,0.026237373,0,0,0,0,0,0,0.060776838,0,0.132052147,0.059695203
asv23952,0.034115324,0.009789009,0,0,0.0242974,0.02543882,0,0,0,0,0,0,0.074037535,0.054069007,0,0.029847602
asv35604,0,0,0,0,0.009111525,0,0,0,0,0,0,0,0,0.016346444,0,0
asv43302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033950307,0,0
asv07113,0,0,0,0,0,0,0,0,0,0,0,0,0.039020234,0.018981513,0,0
asv29657,0,0,0,0,0.090091891,0,0,0,0,0,0,0,0,0,0,0
asv02679,0,0,0,0,0,0,0,0.008756721,0,0.00321771,0.026586594,0,0.035459669,0.030777955,0.067430883,0.06847391
asv03267,0,0,0,0,0,0.019987644,0,0,0,0,0,0,0.070919339,0.074130098,0.044953922,0
asv51859,0.008522606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv12887,0,0,0,0,0,0,0,0,0.010274023,0,0.01720309,0.029231753,0.278862674,0.254547151,0.303438975,0.35817122
asv04341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007544513,0,0
asv08296,0,0.008546327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv15268,0.00725858,0,0,0,0,0,0,0,0.005137011,0,0,0,0,0,0,0
asv39152,0,0,0,0,0,0,0,0,0,0.022039377,0,0,0,0.0201187,0,0
asv55120,0,0,0,0,0,0,0,0,0,0,0.200181414,0,0,0,0,0
asv31828,0,0,0,0,0,0,0,0,0,0,0,0,0.050390056,0,0,0
asv43403,0,0.004518004,0,0,0,0,0,0,0,0,0.020330925,0,0,0,0,0
asv23029,0,0,0,0,0,0,0,0,0,0,0,0,0.013812918,0,0.00561924,0
asv44996,0,0,0,0,0,0.012181638,0,0,0,0,0,0,0,0,0,0
asv01295,0,0,0,0,0,0,0.03524038,0,0,0,0,0,0,0,0,0
asv31555,0.036292898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv47883,0,0.007976572,0.008926522,0,0.005061958,0.11547288,0,0,0.007663156,0,0.046917519,0,0.057314578,0.01005935,0.126432906,0
asv20131,0,0,0,0,0,0,0,0,0.011146408,0,0.073504113,0,0,0,0,0
asv35292,0,0,0,0.010744931,0,0.008433441,0,0,0,0.01744784,0,0,0,0,0,0.008778706
asv32975,0,0,0,0,0,0.007496392,0,0,0,0,0,0,0,0,0,0
asv36508,0,0,0,0,0.00706115,0,0,0,0,0,0,0,0,0,0,0
asv35474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007664744,0,0
asv51312,0,0.008283008,0,0.00767495,0,0.004542646,0,0.043783604,0,0,0.062556692,0,0.005598895,0.015089025,0.028096201,0
asv20080,0.012339585,0.130259881,0,0.061399604,0.00706115,0,0,0,0.188709312,0.02112107,0.09852679,0.032885722,0,0,0,0
asv45200,0.049715203,0.095728101,0,0.049119683,0,0,0,0,0.173968027,0.032177103,0,0,0,0,0,0
asv09946,0,0,0,0,0,0,0.08810095,0,0,0,0,0,0,0,0,0
asv43658,0,0,0,0.009209941,0,0,0,0,0,0,0,0,0,0,0,0
asv06588,0,0,0.012752174,0,0,0.006559343,0,0.022767474,0.006966505,0,0,0.010961907,0,0,0,0
asv18924,0,0,0,0,0,0,0.012198593,0,0,0,0.012511338,0,0,0,0,0.019313154
asv55416,0.005081006,0.002848776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv12292,0.024857601,0.009685837,0,0.00613996,0.014122299,0,0.009487795,0,0,0.01914473,0.025022677,0.025577784,0.005598895,0.007544513,0.028096201,0
asv22285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008778706
asv33671,0,0,0.012752174,0.055259644,0,0,0,0,0,0.043953567,0,0,0.005525167,0,0,0
asv29423,0,0,0,0,0.007086742,0,0.062348365,0,0,0,0.01720309,0.06394446,0,0.020119953,0,0
asv15830,0,0.019371674,0.021678696,0.052189663,0.102017574,0.04996911,0.082679353,0.217166675,0,0.024794299,0.054737106,0.054809537,0.040125415,0.160954614,0.264104293,0.177329869
asv23902,0,0,0,0,0,0.02453029,0,0,0,0.022523972,0,0,0,0.02874279,0,0
asv27452,0.050810057,0,0,0,0,0,0,0,0.051552137,0,0,0.160774641,0,0,0,0
asv47463,1.420815862,0.164024803,0.571297406,0.425192258,0.034373789,0.229959879,0.136895323,0.068302422,0.752694014,0.265154995,0.319039129,1.233214579,0.121210352,0.072033564,0.120813666,0.052672238
asv10076,0,0,0,0,0,0,0,0,0,0,0,0,0.013064089,0,0,0
asv16487,0,0,0,0,0,0,0,0,0,0,0.021894842,0,0,0,0,0
asv33456,0,0.004558041,0,0,0,0,0,0.036778227,0,0,0,0.018269846,0.023942391,0,0,0
asv41708,0,0,0,0,0,0.041230158,0,0,0,0,0,0,0,0,0,0
asv09677,0,0,0,0,0,0.00937049,0,0,0,0,0,0,0,0,0,0
asv22792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098336705,0
asv29988,0.012073692,0,0,0,0,0,0,0,0,0,0,0,0,0.022994232,0,0
asv30923,0,0,0,0,0,0,0,0,0,0.054818993,0,0,0,0,0,0
asv47441,0.019886081,0,0,0,0,0,0,0,0.048414066,0,0.13918864,0.060290491,0.062041764,0.067424699,0,0
asv49193,0,0.017582335,0,0.012279921,0,0,0,0,0,0,0.015639173,0,0,0,0,0
asv12848,0.103203339,0.127957762,0.053559132,0.16117396,0.028346967,0.106900944,0.037951179,0,0.082086846,1.117132634,0.137624722,0.095003197,0.077021303,0.146225031,0.129242526,0.038626308
asv30353,0,0,0,0,0,0,0,0,0,0,0.051609271,0,0,0,0,0
asv34854,0,0,0,0,0,0,0,0,0,0.002754922,0,0,0,0,0,0
asv04261,0,0,0,0.059864614,0,0,0,0.087567208,0,0,0,0,0,0,0,0
asv05005,0.043323248,0,0,0,0,0,0,0,0.008806305,0,0.037534015,0,0.022100669,0.014371395,0,0.029847602
asv31658,0,0,0,0,0.008099133,0.013627939,0.01762019,0,0.040788119,0.022957684,0,0.042020645,0.025919281,0.030658976,0.025286581,0.017557413
asv36992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032035374,0,0.010534448
asv07651,0.023227455,0,0,0.00767495,0.027334575,0,0.010843194,0,0,0,0,0,0,0.015329488,0,0.035114825
asv09982,0,0,0,0,0.051533263,0.023621761,0,0,0,0.007346459,0.01720309,0,0.01119779,0.00958093,0,0
asv15579,0,0.004518004,0,0,0.0121487,0.018512823,0,0.022767474,0.01323636,0.005509844,0.025022677,0.025577784,0.025931569,0.022994232,0.047763542,0.031603343
asv31033,0,0,0,0,0,0,0.023041787,0,0,0,0,0,0,0,0,0
asv32132,0,0,0,0,0.057706325,0.088217002,0,0,0.008806305,0,0,0,0,0,0,0
asv45611,0.010653258,0.015953143,0.017853044,0.030699802,0.210237458,0.059962932,0.082679353,0.141858877,0,0,0,0,0.17264415,0.200833826,0.266913913,0.154505232
asv45085,0,0.060723578,0.026779566,0.030699802,0.045466225,0.037991214,0.033884981,0.103329305,0.01323636,0.041654164,0,0.027404768,0.076763255,0.050239141,0.162957968,0.091298546
asv01592,0.019598165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv09838,0,0,0,0,0,0,0.165358706,0,0,0,0,0,0,0,0,0
asv47187,0.015624778,0,0,0,0,0,0,0,0.013209458,0,0,0,0,0,0,0
asv02988,0,0.004518004,0,0.018419881,0,0,0,0,0,0,0,0,0,0,0,0
asv12896,0,0,0,0,0,0,0.21144228,0,0,0,0,0,0,0,0,0
asv16289,0,0,0,0,0,0,0.165358706,0,0,0,0,0,0,0,0,0
asv29415,0,0,0,0,0,0,0,0,0,0.010725701,0,0,0,0,0,0.017557413
asv33949,0.029829122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv42423,0,0.018335336,0,0,0,0,0,0,0.015113368,0.012856303,0.035970098,0,0.005598895,0.033532002,0,0.017557413
asv31740,0,0,0,0,0,0,0,0,0,0.00429028,0,0.043847629,0,0,0,0
asv23031,0,0,0,0,0,0.010307539,0,0.040280916,0,0,0,0,0,0,0,0
asv44498,0.014914561,0.007406817,0.014027392,0.024559842,0,0.005451176,0,0,0.027291301,0.012856303,0,0.016442861,0.160291287,0.011497116,0,0
asv20611,0.021775739,0.043304469,0,0.181128832,0,0.060704446,0,0.012259409,0.081458324,0.183529019,0.952425636,0.127888919,0.024138999,0.00958093,0.126432906,0.038626308
asv00308,0,0,0,0,0,0.002725588,0,0,0,0,0,0,0,0,0,0
asv33514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002874279,0,0
asv49684,0.077663926,0.022283585,0,0.039909743,0.029359359,0.111129872,0.082679353,0.007005377,0.031508412,0.056178282,0.015639173,0.031058738,0.058935116,0.033533255,0,0
asv03219,0,0,0,0,0.040495667,0.075497592,0,0,0,0,0,0,0.021462431,0.108259499,0.075859744,0
asv06004,0,0,0,0.00613996,0,0,0,0,0,0,0.006255669,0,0.006446028,0.01005935,0.022476961,0
asv06835,0,0.008283008,0,0,0.020247833,0,0,0.015762097,0.007338588,0,0,0.018269846,0.018417224,0.0201187,0,0
asv14201,0,0,0,0,0.004049567,0,0,0,0,0,0,0,0,0,0,0
asv14974,0,0,0,0.061399604,0,0,0,0,0,0,0,0,0,0,0,0
asv19244,0.004261303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029847602
asv23355,0,0,0,0,0.007086742,0,0.013553992,0,0,0.008264766,0,0,0,0,0,0.007022965
asv25961,0,0.013980559,0,0,0.008099133,0.020329881,0,0.028021507,0,0,0,0,0.019534693,0.022036139,0.087098224,0
asv36209,0,0,0,0,0,0,0,0.008756721,0,0,0,0,0,0,0,0
asv36522,0.00725858,0.008283008,0,0,0,0,0,0,0,0,0,0,0,0.01005935,0,0
asv42568,0,0,0,0,0,0,0,0.028021507,0,0,0,0,0,0,0,0
asv44525,0,0,0,0,0.045447945,0.011810881,0,0,0,0,0,0,0,0,0,0
asv47484,0,0.002848776,0,0,0.009111525,0.020158763,0.025752585,0,0.004179903,0,0,0,0.007465194,0.006706651,0.039334682,0.043893532
asv51271,0,0,0,0.021489861,0.089901778,0.107267597,0,0.036778227,0,0,0.039097933,0,0.027994476,0.062753213,0.087098224,0.050916497
asv51629,0,0,0,0,0,0,0,0,0,0,0,0,0.005598895,0.017603863,0,0
asv55544,0.007984438,0,0,0,0,0,0.029818783,0,0,0,0,0,0,0,0,0
asv07241,0,0,0,0.013814911,0,0.006359705,0,0,0,0.014692918,0,0,0,0.014371395,0,0
asv21864,0,0,0,0,0,0.018740981,0.081323954,0,0.01174174,0,0,0,0.036392818,0.075088191,0,0.136947819
asv25679,0.008710296,0.056595163,0.025504348,0.030699802,0.1102337,0.053835489,0.117919733,0.185642481,0.050365491,0.04839811,0.048481436,0.069425413,0.072392421,0.113171448,0.19386379,0.121146148
asv50369,0,0,0,0,0,0,0,0,0,0,0,0,0.063908062,0.039640002,0,0
asv54352,0.030539339,0.055169235,0.036981305,0,0.188052586,0.048152051,0,0.057794357,0,0,0,0,0,0,0,0
asv17711,0,0,0,0,0,0.039066759,0,0.015762097,0,0,0,0,0,0,0,0
asv14579,0,0,0,0,0,0,0,0,0,0,0.012511338,0,0,0,0,0
asv19843,0,0,0,0,0,0,0,0,0,0,0,0.010961907,0,0,0.025286581,0
asv06513,0,0,0,0,0,0.021209891,0,0.022767474,0,0,0,0,0,0,0,0
asv28641,0.105249405,0,0,0.018419881,0,0,0,0,0.009540164,0.009183074,0.056301023,0.007307938,0.096997625,0.003832372,0,0
asv25826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045030372,0,0
asv21729,0,0,0,0,0,0,0,0.008756721,0,0,0,0,0,0,0,0
asv22893,0.037018756,0.007406817,0,0,0,0.02904852,0,0,0,0,0,0,0,0,0,0
asv27703,0.05042542,0.020331019,0,0,0,0.02543882,0.062348365,0.036778227,0.012539709,0.033977373,0.153263895,0.14433178,0.01119779,0.029700883,0,0
asv32185,0.025567819,0,0,0,0.00607435,0,0,0,0,0,0,0,0.01565464,0.033950307,0,0.031603343
asv42838,0.076549925,0.069925894,0,0.070609545,0.025276888,0.08364994,0.060992965,0.015762097,0.039245985,0.064920374,0.129805136,0.191833379,0.023168986,0.096405447,0.047763542,0
asv40424,0,0,0,0,0,0,0,0,0.003669294,0,0,0,0,0,0,0
asv42691,0.008522606,0.007530007,0,0.00767495,0.003026207,0.01104495,0.010843194,0,0.021792514,0.018836205,0.095398955,0.078560336,0.026852431,0.022813885,0.014048101,0.022824637
asv52430,0,0,0,0,0,0,0,0,0,0,0,0.014615876,0,0.014371395,0,0
asv15610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015801671
asv26632,0.01775543,0,0.008926522,0,0,0,0,0,0,0.011937996,0.028150511,0.073079382,0,0.031436722,0,0
asv01993,0.019332272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011238481,0
asv12640,0.096811385,0.031033176,0.016577827,0.038374752,0.003026207,0.030238144,0.009487795,0.028021507,0.022228706,0.03337486,0.086015452,0.078560336,0.027822444,0.061317953,0.033715442,0.015801671
asv30768,0.03193775,0.027108025,0,0,0.008099133,0.041425693,0.005421597,0.038529571,0.023659216,0.054348936,0.065684527,0.074906367,0.03700648,0.058262074,0.042144302,0
asv50810,0,0.006777006,0,0,0,0.002725588,0,0.017513442,0,0,0,0,0,0,0,0.01404593
asv05441,0,0.021837021,0,0,0,0.029985569,0,0,0,0,0.048481436,0,0,0,0,0
asv13746,0,0,0,0,0,0,0,0.036778227,0,0,0,0,0,0,0,0
asv14523,0,0,0.015302609,0,0,0,0,0,0,0,0,0,0,0,0,0
asv36075,0.022016733,0.030076911,0,0.013814911,0.015131035,0,0,0,0.007663156,0,0.014075256,0,0.025022996,0.008622837,0,0
asv51766,0.02769847,0,0,0,0,0,0.121985931,0,0,0,0,0.036539691,0,0,0,0.050916497
asv00815,0,0,0,0,0.070611496,0,0,0,0,0,0,0,0,0,0,0
asv06040,0,0,0,0,0,0.121836689,0,0,0,0,0,0,0,0.056527488,0,0
asv06531,0,0,0,0,0,0.040293109,0.084034752,0.150615597,0.035465066,0.079892742,0.153263895,0,0.058788399,0.120535614,0,0.094810029
asv07428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061450945
asv07841,0.026130887,0,0,0,0.027334575,0.059567759,0,0,0,0,0,0,0.074123551,0,0.165767588,0
asv09187,0,0.010825347,0,0,0,0.022489177,0,0,0,0,0,0,0,0,0,0
asv09316,0,0,0,0,0,0.021552128,0,0.043783604,0,0,0,0,0,0,0,0
asv23884,0,0,0,0,0,0,0.024397186,0.026270162,0,0,0,0,0,0,0.075859744,0
asv24206,0.017045212,0.006837061,0,0,0.025218391,0.036626369,0.063703764,0.096323929,0,0,0.034406181,0.02009683,0.07517958,0.114010563,0.084288604,0
asv24398,0,0,0,0,0.069705129,0.153948931,0.082679353,0.099826617,0,0,0,0.036539691,0,0.09179157,0,0
asv26097,0,0,0,0,0,0.027174422,0,0,0,0,0,0,0,0,0,0
